chr	geneID	start	end
chr4	ENSG00000251300.1	143035086	143055878
chr4	ENSG00000170185.9	143174917	143233830
chr4	ENSG00000250969.1	143276293	143339858
chr4	ENSG00000200049.1	143299466	143319566
chr4	ENSG00000109458.8	143326762	143484568
chr4	ENSG00000265623.1	143333460	143353535
chr4	ENSG00000228981.3	143339275	143360117
chr4	ENSG00000243175.1	143414753	143436013
chr4	ENSG00000250540.1	143487412	143508126
chr4	ENSG00000153147.5	143503463	143567486
chr4	ENSG00000245112.2	143504102	143524635
chr4	ENSG00000236296.7	143549472	143659305
chr4	ENSG00000183090.5	143567302	143710675
chr4	ENSG00000246448.2	143728975	143875072
chr4	ENSG00000250345.2	143750399	143772093
chr4	ENSG00000197465.13	143860867	143915563
chr4	ENSG00000249741.2	143901514	143922053
chr4	ENSG00000251600.5	143902331	143992454
chr4	ENSG00000248828.1	143943635	144136359
chr4	ENSG00000250361.7	143986104	144029339
chr4	ENSG00000170180.19	144099303	144150751
chr4	ENSG00000261129.1	144495900	144519001
chr4	ENSG00000250504.2	144562238	144582983
chr4	ENSG00000248890.1	144632922	144671357
chr4	ENSG00000164161.9	144636021	144755271
chr4	ENSG00000249193.1	144835625	144857344
chr4	ENSG00000250406.1	144841572	144884787
chr4	ENSG00000251452.2	144910713	144931164
chr4	ENSG00000164162.12	144957112	145108541
chr4	ENSG00000222594.1	145025132	145045436
chr4	ENSG00000164163.10	145088217	145139179
chr4	ENSG00000164164.15	145100838	145190161
chr4	ENSG00000238713.1	145139537	145159649
chr4	ENSG00000240992.1	145259810	145280558
chr4	ENSG00000272727.1	145325263	145350421
chr4	ENSG00000251333.3	145365543	145386253
chr4	ENSG00000278943.1	145366909	145387957
chr4	ENSG00000248745.2	145446005	145466844
chr4	ENSG00000170365.9	145471194	145568079
chr4	ENSG00000250582.1	145487073	145512971
chr4	ENSG00000250902.1	145507014	145527118
chr4	ENSG00000248686.1	145589109	145610552
chr4	ENSG00000151611.13	145608263	145670035
chr4	ENSG00000249245.2	145614159	145636035
chr4	ENSG00000248356.1	145632336	145660624
chr4	ENSG00000237136.7	145670115	145781032
chr4	ENSG00000151612.15	145747627	145948635
chr4	ENSG00000279481.1	145820456	145842980
chr4	ENSG00000251687.1	145823118	145849580
chr4	ENSG00000201314.1	145948128	145968240
chr4	ENSG00000260303.1	146042604	146066762
chr4	ENSG00000251024.1	146067846	146118157
chr4	ENSG00000248809.5	146099455	146131913
chr4	ENSG00000164167.10	146165685	146210000
chr4	ENSG00000279845.1	146170851	146191316
chr4	ENSG00000250673.2	146204515	146240878
chr4	ENSG00000280250.1	146221892	146242267
chr4	ENSG00000251010.1	146231806	146253669
chr4	ENSG00000120519.14	146243975	146531964
chr4	ENSG00000278438.1	146398583	146418688
chr4	ENSG00000207182.1	146570048	146590210
chr4	ENSG00000151615.3	146628893	146652474
chr4	ENSG00000137473.17	146696638	146955882
chr4	ENSG00000248764.1	146924001	146955471
chr4	ENSG00000248346.1	146947438	146985457
chr4	ENSG00000260090.1	146995492	147019145
chr4	ENSG00000279376.1	147015914	147040072
chr4	ENSG00000221369.1	147334629	147354717
chr4	ENSG00000241281.1	147415974	147436351
chr4	ENSG00000249004.1	147448724	147469321
chr4	ENSG00000151617.15	147470917	147554954
chr4	ENSG00000280219.1	147477971	147506062
chr4	ENSG00000251254.1	147496091	147516765
chr4	ENSG00000251688.1	147557606	147604587
chr4	ENSG00000251298.1	147599552	147627245
chr4	ENSG00000164168.7	147607383	147682044
chr4	ENSG00000164169.12	147627785	147694230
chr4	ENSG00000071205.11	147722063	148082780
chr4	ENSG00000252951.1	147735303	147755417
chr4	ENSG00000264274.1	147772595	147792668
chr4	ENSG00000240014.3	147798926	147819209
chr4	ENSG00000270387.1	147906529	147927386
chr4	ENSG00000151623.14	148068762	148454698
chr4	ENSG00000250354.1	148136471	148218880
chr4	ENSG00000251418.2	148516493	148537139
chr4	ENSG00000201846.1	148547947	148568048
chr4	ENSG00000250357.1	148683032	148704323
chr4	ENSG00000225176.2	148693526	148713832
chr4	ENSG00000279016.1	148809351	148829956
chr4	ENSG00000249317.1	148930941	148952378
chr4	ENSG00000239168.1	148981572	149001633
chr4	ENSG00000249752.1	149017445	149072522
chr4	ENSG00000250252.1	149137802	149159780
chr4	ENSG00000248210.1	149144295	149288123
chr4	ENSG00000234828.8	149341903	149906233
chr4	ENSG00000250905.1	149656057	149721149
chr4	ENSG00000251482.1	149779952	149800303
chr4	ENSG00000202331.1	149897560	149917675
chr4	ENSG00000207121.1	149924376	149944483
chr4	ENSG00000250704.1	149946208	149968572
chr4	ENSG00000170390.15	150068274	150267457
chr4	ENSG00000238721.1	150199706	150219768
chr4	ENSG00000198589.10	150254531	151025497
chr4	ENSG00000248521.1	150412645	150433642
chr4	ENSG00000249690.1	150569089	150591317
chr4	ENSG00000181541.5	150571922	150594693
chr4	ENSG00000183432.6	150710981	150731478
chr4	ENSG00000252451.1	150960671	150980782
chr4	ENSG00000235606.3	151017090	151037617
chr4	ENSG00000145425.9	151089573	151114652
chr4	ENSG00000201264.1	151092057	151112128
chr4	ENSG00000109686.17	151092751	151335632
chr4	ENSG00000208797.1	151093827	151113891
chr4	ENSG00000270681.1	151129991	151151103
chr4	ENSG00000249012.2	151249503	151272849
chr4	ENSG00000189099.11	151267171	151301453
chr4	ENSG00000250350.1	151269030	151289192
chr4	ENSG00000252544.1	151290518	151310613
chr4	ENSG00000270265.1	151323775	151363224
chr4	ENSG00000251611.1	151397551	151418835
chr4	ENSG00000164142.15	151399216	151673632
chr4	ENSG00000253019.1	151566766	151586916
chr4	ENSG00000251603.1	151657224	151677315
chr4	ENSG00000278978.1	151659786	151680503
chr4	ENSG00000059691.11	151660504	151771023
chr4	ENSG00000251455.1	151664483	151687893
chr4	ENSG00000249184.1	151789500	151811348
chr4	ENSG00000249708.1	151877543	151901263
chr4	ENSG00000249818.1	151894932	151938648
chr4	ENSG00000248991.1	151909468	151953933
chr4	ENSG00000251249.1	151945991	151979381
chr4	ENSG00000253077.1	151961497	151981613
chr4	ENSG00000245954.6	152090754	152114720
chr4	ENSG00000250706.1	152136385	152188573
chr4	ENSG00000251377.1	152197421	152235870
chr4	ENSG00000244544.2	152254150	152274445
chr4	ENSG00000270302.1	152298283	152319983
chr4	ENSG00000270883.1	152307902	152328364
chr4	ENSG00000270750.1	152310544	152331044
chr4	ENSG00000109670.13	152311259	152546101
chr4	ENSG00000270751.1	152327655	152348098
chr4	ENSG00000264678.1	152479327	152499416
chr4	ENSG00000268471.6	152526264	152549263
chr4	ENSG00000243417.1	152541277	152562364
chr4	ENSG00000240669.1	152603875	152624333
chr4	ENSG00000170006.11	152608632	152690165
chr4	ENSG00000248571.1	152656368	152680107
chr4	ENSG00000169989.2	152759354	152789764
chr4	ENSG00000164144.15	152769937	152928463
chr4	ENSG00000250980.1	152786063	152806831
chr4	ENSG00000231841.1	152917446	152938207
chr4	ENSG00000137460.8	152926352	152989696
chr4	ENSG00000249022.1	153024211	153101165
chr4	ENSG00000109654.14	153142342	153349320
chr4	ENSG00000252030.1	153255662	153275755
chr4	ENSG00000201786.1	153256909	153277010
chr4	ENSG00000213406.3	153297792	153318717
chr4	ENSG00000121211.7	153334649	153425118
chr4	ENSG00000243883.3	153371729	153392015
chr4	ENSG00000121210.15	153456346	153646711
chr4	ENSG00000250771.2	153630168	153691180
chr4	ENSG00000248208.1	153648572	153669653
chr4	ENSG00000137462.6	153691500	153715699
chr4	ENSG00000145428.14	153700125	153770235
chr4	ENSG00000249309.1	153710327	153737722
chr4	ENSG00000145423.4	153770592	153799120
chr4	ENSG00000280241.3	154132122	154308819
chr4	ENSG00000197410.12	154222037	154501716
chr4	ENSG00000278981.1	154227160	154247598
chr4	ENSG00000280005.1	154251735	154272193
chr4	ENSG00000249200.1	154363886	154384347
chr4	ENSG00000250609.1	154513487	154534807
chr4	ENSG00000171566.11	154525006	154560435
chr4	ENSG00000200350.1	154533933	154554037
chr4	ENSG00000248611.1	154545208	154565985
chr4	ENSG00000171564.11	154552956	154581086
chr4	ENSG00000171560.14	154573126	154600766
chr4	ENSG00000171557.16	154594134	154622967
chr4	ENSG00000121207.11	154616945	154763118
chr4	ENSG00000249074.1	154714586	154734880
chr4	ENSG00000249041.1	154744756	154791816
chr4	ENSG00000249692.1	154760568	154780916
chr4	ENSG00000151962.7	154771213	154838813
chr4	ENSG00000222582.1	154777118	154797278
chr4	ENSG00000252604.1	154780291	154800484
chr4	ENSG00000250910.7	155163716	155391694
chr4	ENSG00000250538.5	155196529	155218431
chr4	ENSG00000185149.5	155198629	155227078
chr4	ENSG00000249924.2	155276162	155297136
chr4	ENSG00000164114.18	155332658	155386970
chr4	ENSG00000250205.1	155371042	155391171
chr4	ENSG00000250398.1	155373107	155394102
chr4	ENSG00000271606.1	155375352	155395492
chr4	ENSG00000249247.1	155441617	155462405
chr4	ENSG00000249770.1	155442526	155463044
chr4	ENSG00000248748.1	155443049	155464803
chr4	ENSG00000248548.1	155445050	155466411
chr4	ENSG00000249127.1	155446638	155466981
chr4	ENSG00000249698.1	155447180	155467960
chr4	ENSG00000248420.1	155447961	155468640
chr4	ENSG00000249386.1	155448870	155469563
chr4	ENSG00000251223.1	155449704	155471237
chr4	ENSG00000248907.1	155451633	155472663
chr4	ENSG00000251407.1	155452873	155473823
chr4	ENSG00000251244.1	155505727	155527459
chr4	ENSG00000164116.16	155656711	155742349
chr4	ENSG00000260244.1	155724448	155747062
chr4	ENSG00000061918.12	155748992	155817591
chr4	ENSG00000256394.2	155819729	155876273
chr4	ENSG00000151790.8	155844738	155930406
chr4	ENSG00000256043.2	155914118	155963917
chr4	ENSG00000249013.1	155996478	156016988
chr4	ENSG00000251511.1	156575979	156600039
chr4	ENSG00000251283.1	156624494	156652454
chr4	ENSG00000249479.1	156632580	156653569
chr4	ENSG00000248912.1	156676664	156702636
chr4	ENSG00000145431.10	156750454	156981394
chr4	ENSG00000248629.1	156831359	156852236
chr4	ENSG00000280284.1	156866435	156886820
chr4	ENSG00000278880.1	156876645	156896862
chr4	ENSG00000250622.1	156962631	156982956
chr4	ENSG00000252350.1	156976372	156996693
chr4	ENSG00000252524.1	157054557	157074663
chr4	ENSG00000109738.10	157066057	157182090
chr4	ENSG00000199859.1	157191562	157211668
chr4	ENSG00000120251.18	157194182	157376075
chr4	ENSG00000249819.1	157194462	157214855
chr4	ENSG00000234111.6	157562490	157586154
chr4	ENSG00000249275.1	157627687	157677044
chr4	ENSG00000200521.1	157758013	157778113
chr4	ENSG00000249627.1	157805010	157825480
chr4	ENSG00000279703.1	157808101	157828572
chr4	ENSG00000279994.1	157935817	157956642
chr4	ENSG00000250475.1	157958412	157979615
chr4	ENSG00000279139.1	158099500	158120153
chr4	ENSG00000280140.1	158101361	158121931
chr4	ENSG00000164125.15	158114474	158183318
chr4	ENSG00000248429.5	158162252	158212877
chr4	ENSG00000251073.1	158172825	158193393
chr4	ENSG00000164124.10	158193620	158265411
chr4	ENSG00000251429.1	158260378	158288676
chr4	ENSG00000171509.15	158305311	158663372
chr4	ENSG00000199634.1	158385394	158405534
chr4	ENSG00000248387.1	158459586	158480702
chr4	ENSG00000249901.1	158480766	158519908
chr4	ENSG00000205208.4	158656679	158682124
chr4	ENSG00000171503.11	158662256	158719133
chr4	ENSG00000271817.2	158690691	158710909
chr4	ENSG00000171497.4	158699624	158733396
chr4	ENSG00000052795.12	158759138	158918049
chr4	ENSG00000206703.1	158784590	158804696
chr4	ENSG00000164123.6	158883134	159048760
chr4	ENSG00000274535.1	158899373	158919450
chr4	ENSG00000248988.1	158997119	159017835
chr4	ENSG00000249367.1	159016139	159036527
chr4	ENSG00000206978.1	159054297	159074398
chr4	ENSG00000109756.8	159094178	159370169
chr4	ENSG00000264105.1	159118802	159138894
chr4	ENSG00000248552.1	159365099	159385322
chr4	ENSG00000250180.1	159388533	159411246
chr4	ENSG00000250488.1	159656503	159787784
chr4	ENSG00000250997.1	160511829	160532311
chr4	ENSG00000249425.1	160529254	160596817
chr4	ENSG00000242635.2	160808422	160828869
chr4	ENSG00000249568.1	161368953	161398417
chr4	ENSG00000168843.13	161373897	162174035
chr4	ENSG00000249419.1	162012733	162057567
chr4	ENSG00000251253.1	162312188	162333907
chr4	ENSG00000248396.1	162511682	162532041
chr4	ENSG00000248431.1	162730668	162752048
chr4	ENSG00000251123.1	162974795	162995416
chr4	ENSG00000283468.1	163083574	163103628
chr4	ENSG00000250027.1	163098785	163129965
chr4	ENSG00000145414.8	163100073	163176921
chr4	ENSG00000250547.1	163255575	163276583
chr4	ENSG00000164128.6	163313961	163343018
chr4	ENSG00000164129.11	163333939	163361934
chr4	ENSG00000227283.1	163372179	163392516
chr4	ENSG00000151005.4	163461093	163483746
chr4	ENSG00000198498.9	163484442	163530539
chr4	ENSG00000145416.13	163514298	164394050
chr4	ENSG00000273449.1	163519771	163540697
chr4	ENSG00000253001.1	163818800	163839113
chr4	ENSG00000177803.7	163922526	163943182
chr4	ENSG00000250746.1	164178311	164200367
chr4	ENSG00000248546.3	164187007	164207711
chr4	ENSG00000251162.1	164587719	164607976
chr4	ENSG00000223037.1	164610732	164630837
chr4	ENSG00000248162.1	164715310	164736706
chr4	ENSG00000248771.5	164744064	164813795
chr4	ENSG00000201050.1	164777290	164797396
chr4	ENSG00000248329.5	164867004	164908965
chr4	ENSG00000250227.1	164905565	164926983
chr4	ENSG00000244146.1	164910618	164931063
chr4	ENSG00000221891.2	164919494	164939951
chr4	ENSG00000270960.1	164923086	164943506
chr4	ENSG00000248645.1	164928322	164949990
chr4	ENSG00000121089.4	164933290	164953937
chr4	ENSG00000236941.6	164938079	164959438
chr4	ENSG00000183439.7	164944446	164987668
chr4	ENSG00000250486.3	164946948	164969122
chr4	ENSG00000248632.1	164958587	164979477
chr4	ENSG00000248229.1	164977265	164997787
chr4	ENSG00000250887.1	164997086	165017959
chr4	ENSG00000250712.1	165000459	165021851
chr4	ENSG00000240674.1	165002366	165022845
chr4	ENSG00000276623.1	165006887	165027433
chr4	ENSG00000250430.1	165016261	165036944
chr4	ENSG00000176979.12	165021953	165051744
chr4	ENSG00000249617.1	165035969	165056280
chr4	ENSG00000250374.3	165049148	165070554
chr4	ENSG00000170088.13	165060608	165218549
chr4	ENSG00000109466.13	165197618	165333156
chr4	ENSG00000200974.1	165242580	165262661
chr4	ENSG00000229894.4	165267812	165289679
chr4	ENSG00000052802.12	165317623	165353160
chr4	ENSG00000109472.13	165351194	165508320
chr4	ENSG00000207559.1	165376242	165396337
chr4	ENSG00000251596.1	165394067	165416350
chr4	ENSG00000248287.1	165507255	165527501
chr4	ENSG00000248327.1	165537532	165561060
chr4	ENSG00000250725.2	165654350	165675671
chr4	ENSG00000249500.1	165674639	165772778
chr4	ENSG00000038295.7	165863258	166113895
chr4	ENSG00000252959.1	166043187	166063287
chr4	ENSG00000206711.1	166302935	166323034
chr4	ENSG00000249675.1	166378701	166536119
chr4	ENSG00000196104.10	166723384	167244796
chr4	ENSG00000212373.1	166908364	166928478
chr4	ENSG00000250150.1	167296910	167318789
chr4	ENSG00000240772.3	167390495	167410762
chr4	ENSG00000248913.1	167638430	167658796
chr4	ENSG00000222721.1	167652986	167673302
chr4	ENSG00000270336.1	167731879	167752287
chr4	ENSG00000248601.1	167936674	168123331
chr4	ENSG00000109511.11	168082515	168197690
chr4	ENSG00000137628.16	168206293	168328807
chr4	ENSG00000181381.13	168346735	168547786
chr4	ENSG00000207171.1	168461409	168481539
chr4	ENSG00000129116.17	168487066	168938457
chr4	ENSG00000229226.3	168588240	168608757
chr4	ENSG00000249623.1	168637896	168658587
chr4	ENSG00000206613.1	168676608	168696716
chr4	ENSG00000214676.4	168745816	168766382
chr4	ENSG00000249609.1	168818919	168842937
chr4	ENSG00000279384.1	168833988	168854735
chr4	ENSG00000145439.11	168853770	169020275
chr4	ENSG00000201176.1	168875355	168895461
chr4	ENSG00000201818.1	168995249	169015344
chr4	ENSG00000251445.1	169000430	169020939
chr4	ENSG00000154447.14	169084256	169281105
chr4	ENSG00000214671.4	169156272	169177117
chr4	ENSG00000251171.1	169191794	169230349
chr4	ENSG00000137601.16	169382857	169622629
chr4	ENSG00000109572.13	169602633	169733673
chr4	ENSG00000056050.6	169719465	169767953
chr4	ENSG00000229204.3	169781221	169801702
chr4	ENSG00000248625.1	169822653	169843363
chr4	ENSG00000248319.1	169907761	169985902
chr4	ENSG00000251200.1	169935981	169973334
chr4	ENSG00000249955.1	169971747	170003806
chr4	ENSG00000198948.11	169976597	170043031
chr4	ENSG00000109576.13	170050222	170101699
chr4	ENSG00000248822.1	170089818	170110104
chr4	ENSG00000248739.1	170131292	170152532
chr4	ENSG00000250266.1	170263919	170293079
chr4	ENSG00000251061.2	170333089	170382311
chr4	ENSG00000250082.1	170471695	170492195
chr4	ENSG00000181359.5	170571470	170615450
chr4	ENSG00000250968.1	170732469	170753718
chr4	ENSG00000249943.1	170804339	170824548
chr4	ENSG00000251961.1	170881467	170901597
chr4	ENSG00000248872.1	171030602	171069163
chr4	ENSG00000249525.1	171103789	171124581
chr4	ENSG00000248755.1	171159209	171179942
chr4	ENSG00000278502.1	171176184	171196292
chr4	ENSG00000248339.1	171279475	171308267
chr4	ENSG00000251176.1	171543000	171574267
chr4	ENSG00000249297.1	171592683	171648763
chr4	ENSG00000174473.15	171802254	173051559
chr4	ENSG00000248637.1	172370028	172390487
chr4	ENSG00000245213.6	173121928	173179652
chr4	ENSG00000241652.3	173131643	173151938
chr4	ENSG00000109586.11	173158753	173333967
chr4	ENSG00000221296.2	173258160	173278233
chr4	ENSG00000248774.1	173316669	173339694
chr4	ENSG00000164104.11	173321695	173345125
chr4	ENSG00000272870.1	173353780	173380446
chr4	ENSG00000164105.3	173359969	173387532
chr4	ENSG00000164106.7	173374701	173416380
chr4	ENSG00000242882.1	173409245	173430137
chr4	ENSG00000252898.1	173436603	173456704
chr4	ENSG00000261646.1	173457833	173480041
chr4	ENSG00000164107.8	173514969	173540229
chr4	ENSG00000237125.8	173517376	173601324
chr4	ENSG00000261672.1	173583672	173604556
chr4	ENSG00000234801.3	173605936	173626906
chr4	ENSG00000213370.3	173623728	173644371
chr4	ENSG00000250043.1	173867471	173923252
chr4	ENSG00000250708.1	173887252	173939525
chr4	ENSG00000251216.1	173914207	174000861
chr4	ENSG00000248174.5	174084660	174230398
chr4	ENSG00000250957.1	174125055	174164637
chr4	ENSG00000251213.1	174154441	174178913
chr4	ENSG00000164117.13	174226658	174294264
chr4	ENSG00000164118.12	174275434	174343380
chr4	ENSG00000249875.1	174344854	174386445
chr4	ENSG00000265846.1	174413795	174433864
chr4	ENSG00000164120.13	174480177	174533154
chr4	ENSG00000250596.1	174513701	174550315
chr4	ENSG00000251584.1	174526640	174550784
chr4	ENSG00000250760.1	174529189	174549200
chr4	ENSG00000145451.12	174626914	174839314
chr4	ENSG00000168594.15	174819668	174988180
chr4	ENSG00000250200.1	174913813	174934038
chr4	ENSG00000250431.1	174968288	174989381
chr4	ENSG00000249411.1	175007016	175029214
chr4	ENSG00000249284.1	175276605	175300767
chr4	ENSG00000248551.1	175336358	175413110
chr4	ENSG00000249945.1	175448289	175476697
chr4	ENSG00000251174.1	175484614	175506000
chr4	ENSG00000248574.1	175564868	175586140
chr4	ENSG00000150625.16	175622934	176012664
chr4	ENSG00000249106.1	175780307	175822189
chr4	ENSG00000248249.1	175952061	175972485
chr4	ENSG00000250372.1	176002038	176024417
chr4	ENSG00000150627.15	176055834	176192818
chr4	ENSG00000201516.1	176088163	176108285
chr4	ENSG00000150628.6	176174638	176205671
chr4	ENSG00000164122.8	176203673	176287571
chr4	ENSG00000248980.1	176298268	176330458
chr4	ENSG00000129128.12	176309964	176342245
chr4	ENSG00000248480.1	176621392	176643231
chr4	ENSG00000248388.5	176659621	176716145
chr4	ENSG00000150630.3	176673538	176802727
chr4	ENSG00000249458.1	176856614	176885457
chr4	ENSG00000250263.1	176865702	176890605
chr4	ENSG00000222859.1	177171442	177191741
chr4	ENSG00000249008.1	177232539	177258773
chr4	ENSG00000109674.3	177299836	177372943
chr4	ENSG00000249084.1	177333004	177367032
chr4	ENSG00000038002.8	177420770	177452503
chr4	ENSG00000250131.1	177434979	177687126
chr4	ENSG00000201931.1	177447111	177467228
chr4	ENSG00000251416.1	177676673	177701068
chr4	ENSG00000231171.3	177718757	178000750
chr4	ENSG00000251504.1	177719638	177917936
chr4	ENSG00000253000.1	178106721	178126861
chr4	ENSG00000241877.1	178276695	178297285
chr4	ENSG00000201727.1	178396695	178416830
chr4	ENSG00000212191.1	178675886	178695956
chr4	ENSG00000250839.1	179059437	179079594
chr4	ENSG00000250993.1	179379134	179475305
chr4	ENSG00000248921.1	179846853	179867581
chr4	ENSG00000251025.1	180563464	180584027
chr4	ENSG00000249883.1	180721164	180769038
chr4	ENSG00000248197.1	181054089	181169149
chr4	ENSG00000248770.1	181227358	181247564
chr4	ENSG00000249460.1	181251161	181275029
chr4	ENSG00000225356.3	181512666	181533001
chr4	ENSG00000251336.1	181810019	181839973
chr4	ENSG00000251742.1	181824865	181845108
chr4	ENSG00000177822.7	181864438	182155249
chr4	ENSG00000251433.1	181895790	181916467
chr4	ENSG00000218336.8	182133987	182813024
chr4	ENSG00000248266.1	182134852	182200382
chr4	ENSG00000221227.1	182159293	182179378
chr4	ENSG00000252343.1	182538659	182558779
chr4	ENSG00000251714.1	182621454	182641688
chr4	ENSG00000248816.1	182687902	182718042
chr4	ENSG00000248694.1	182762565	182783931
chr4	ENSG00000272646.1	182871777	182892203
chr4	ENSG00000129187.14	182880060	182927936
chr4	ENSG00000250636.1	183018601	183039720
chr4	ENSG00000230219.3	183027665	183050119
chr4	ENSG00000273180.1	183065480	183086033
chr4	ENSG00000272784.1	183084423	183105056
chr4	ENSG00000251359.4	183087017	183109199
chr4	ENSG00000151718.15	183089293	183330777
chr4	ENSG00000251128.1	183223628	183250634
chr4	ENSG00000185758.8	183311764	183332426
chr4	ENSG00000250292.1	183370345	183391705
chr4	ENSG00000248376.2	183408890	183429805
chr4	ENSG00000168564.5	183434591	183458198
chr4	ENSG00000213434.2	183473490	183494185
chr4	ENSG00000232648.3	183484938	183514494
chr4	ENSG00000168556.6	183494994	183521096
chr4	ENSG00000272744.1	183506894	183527527
chr4	ENSG00000182552.14	183629635	183669225
chr4	ENSG00000252157.1	183643572	183663676
chr4	ENSG00000168538.15	183649267	183723594
chr4	ENSG00000201433.1	183665603	183685715
chr4	ENSG00000251739.1	183695931	183716031
chr4	ENSG00000283383.1	183752115	183775721
chr4	ENSG00000173320.11	183787692	184033526
chr4	ENSG00000248206.1	183977678	183998750
chr4	ENSG00000283355.1	184004035	184026382
chr4	ENSG00000250726.1	184062403	184083039
chr4	ENSG00000164303.10	184078706	184231230
chr4	ENSG00000240159.1	184244509	184265330
chr4	ENSG00000244512.3	184268936	184289233
chr4	ENSG00000227765.4	184289129	184309640
chr4	ENSG00000180712.3	184330756	184363977
chr4	ENSG00000249096.6	184355183	184392306
chr4	ENSG00000168310.10	184377713	184484580
chr4	ENSG00000251878.1	184421966	184442049
chr4	ENSG00000270426.1	184461924	184482609
chr4	ENSG00000271646.1	184464802	184487304
chr4	ENSG00000271538.5	184496460	184547554
chr4	ENSG00000249056.1	184549175	184569783
chr4	ENSG00000254233.1	184574093	184635030
chr4	ENSG00000164305.18	184617696	184659509
chr4	ENSG00000164306.10	184639613	184704617
chr4	ENSG00000151725.11	184684964	184744133
chr4	ENSG00000151726.13	184745595	184836818
chr4	ENSG00000249138.1	184788296	184809046
chr4	ENSG00000251139.2	184803619	184831300
chr4	ENSG00000251230.5	184834585	184865751
chr4	ENSG00000266698.1	184841013	184861110
chr4	ENSG00000249173.5	184883871	184909454
chr4	ENSG00000251147.1	184900889	184921352
chr4	ENSG00000263458.1	184928383	184948440
chr4	ENSG00000279460.1	184974277	184998127
chr4	ENSG00000248517.1	184978997	185015186
chr4	ENSG00000187821.8	185008841	185030804
chr4	ENSG00000250754.5	185041896	185117248
chr4	ENSG00000249520.1	185054981	185075323
chr4	ENSG00000151729.10	185133241	185160382
chr4	ENSG00000164323.12	185149665	185219504
chr4	ENSG00000109762.15	185194237	185380185
chr4	ENSG00000109771.15	185353972	185405899
chr4	ENSG00000250410.1	185360815	185400928
chr4	ENSG00000186352.8	185386021	185409028
chr4	ENSG00000109775.10	185389540	185435985
chr4	ENSG00000207231.1	185405973	185426086
chr4	ENSG00000205129.8	185416249	185459826
chr4	ENSG00000168491.9	185435182	185481104
chr4	ENSG00000249679.1	185461516	185482263
chr4	ENSG00000154553.13	185490660	185545612
chr4	ENSG00000154556.17	185575444	185966652
chr4	ENSG00000233110.1	185577909	185604003
chr4	ENSG00000235902.1	185655885	185685417
chr4	ENSG00000207497.1	185699873	185719967
chr4	ENSG00000235149.1	185908140	185929460
chr4	ENSG00000222727.1	186016456	186036586
chr4	ENSG00000164342.12	186059152	186098069
chr4	ENSG00000109794.13	186094419	186182667
chr4	ENSG00000253013.1	186120021	186140155
chr4	ENSG00000250327.1	186148411	186168843
chr4	ENSG00000251008.1	186160863	186181257
chr4	ENSG00000279943.1	186179032	186201490
chr4	ENSG00000145476.15	186181520	186223456
chr4	ENSG00000164344.15	186216438	186268471
chr4	ENSG00000088926.13	186255945	186297823
chr4	ENSG00000251165.5	186276094	186510997
chr4	ENSG00000213332.4	186318716	186339601
chr4	ENSG00000212387.1	186491109	186511215
chr4	ENSG00000168412.6	186523655	186565567
chr4	ENSG00000083857.13	186577783	186736722
chr4	ENSG00000250829.2	186880969	186902366
chr4	ENSG00000272218.1	186882552	186902983
chr4	ENSG00000249539.1	186890540	186910838
chr4	ENSG00000249742.1	186969490	187031973
chr4	ENSG00000250971.1	187050099	187070930
chr4	ENSG00000249747.1	187191986	187219346
chr4	ENSG00000250658.1	187294083	187319682
chr4	ENSG00000250042.1	187360648	187381921
chr4	ENSG00000250620.1	187403564	187425697
chr4	ENSG00000251643.1	187431677	187454298
chr4	ENSG00000251490.1	187506153	187527208
chr4	ENSG00000250590.5	187522878	187682641
chr4	ENSG00000249642.1	187603765	187670369
chr4	ENSG00000249162.1	187736094	187758199
chr4	ENSG00000213331.4	187960273	187981284
chr4	ENSG00000179059.9	187985771	188015050
chr4	ENSG00000179046.8	188081273	188119603
chr4	ENSG00000241011.1	188096558	188116914
chr4	ENSG00000201085.1	188111531	188131634
chr4	ENSG00000184108.7	188129419	188157743
chr4	ENSG00000247130.2	188130822	188153379
chr4	ENSG00000248370.1	188150065	188171139
chr4	ENSG00000242169.2	188339376	188360024
chr4	ENSG00000248880.1	188377471	188399666
chr4	ENSG00000249378.5	188390736	188691051
chr4	ENSG00000250523.1	188620924	188641747
chr4	ENSG00000275826.1	188703644	188725442
chr4	ENSG00000252275.1	188706665	188726725
chr4	ENSG00000180015.12	188728373	188749494
chr4	ENSG00000278974.1	188730507	188751281
chr4	ENSG00000249269.1	188747679	188788979
chr4	ENSG00000251619.1	188766657	188795511
chr4	ENSG00000250626.2	188767679	188806633
chr4	ENSG00000250024.1	188980715	189012075
chr4	ENSG00000251310.1	189183100	189214877
chr4	ENSG00000249877.1	189278677	189301336
chr4	ENSG00000205100.2	189462965	189485192
chr4	ENSG00000250739.1	189649605	189671486
chr4	ENSG00000272566.1	189693881	189714490
chr4	ENSG00000202215.1	189699539	189719714
chr4	ENSG00000245685.6	189770336	189950271
chr4	ENSG00000250666.1	189871515	189894868
chr4	ENSG00000109536.11	189930788	189973204
chr4	ENSG00000249462.1	189963599	189983847
chr4	ENSG00000271307.3	189969902	189992379
chr4	ENSG00000251297.1	189972523	189994871
chr4	ENSG00000199572.1	190005138	190025255
chr4	ENSG00000201145.1	190007696	190027814
chr4	ENSG00000224807.5	190011407	190032665
